sysyear,cowcode,country,year,length,scope,regionnum,simjacc,year2,cowcode2,country2,regionnum2,sysyear2,length2,scope2,samereg,la,meno,easteur,sahara,scopediff,lengthdiff,yeardiff
1981,986,Palau,2014,7982,34,5,50,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,1,0.0618,0.09
1875,972,Tonga,2014,10192,29,5,60,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,6,0.2828,0.97
1994,359,Moldova,2014,12818,43,1,62.5,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,8,0.5454,0.22
1978,230,Spain,2014,17608,44,8,64.58333,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,9,1.0244,0.06
2002,692,Bahrain,2014,10806,40,4,66.66667,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,5,0.3442,0.3
2010,580,Madagascar (Malagasy),2014,15759,42,7,54,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,7,0.8395,0.38
2010,703,Kyrgyz Republic,2014,14327,50,1,66.66667,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,15,0.6963,0.38
1999,475,Nigeria,2014,66263,44,7,54.90196,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,9,5.8899,0.27
1979,983,Marshall Islands,2014,21429,31,5,60.97561,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,4,1.4065,0.07
1972,471,Cameroon,2014,8444,32,7,55.81396,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,3,0.108,0
1957,820,Malaysia,2014,64080,41,2,49.01961,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,1,0,0,0,0,6,5.6716,0.15
1991,439,Burkina Faso (Upper Volta),2014,10030,41,7,58.33333,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,6,0.2666,0.19
1958,220,France,2014,10180,35,8,55.55556,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,0,0.2816,0.14
1921,223,Liechtenstein,2014,9513,32,8,48.88889,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,3,0.2149,0.51
1986,771,Bangladesh,2014,27643,44,6,61.22449,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,9,2.0279,0.14
1960,352,Cyprus,2014,37006,37,8,50,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,2,2.9642,0.12
1980,155,Chile,2014,25821,47,3,54.71698,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,12,1.8457,0.08
2006,345,Yugoslavia (Serbia),2014,19891,45,1,70.21276,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,10,1.2527,0.34
1992,712,Mongolia,2014,8250,39,2,68.18182,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,1,0,0,0,0,4,0.0886,0.2
2005,516,Burundi,2014,17574,46,7,55.76923,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,11,1.021,0.33
1991,55,Grenada,2014,33737,34,3,50,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,1,2.6373,0.19
1983,92,El Salvador,2014,22823,45,3,60,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,10,1.5459,0.11
1975,910,Papua New Guinea,2014,58490,32,5,48.88889,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,3,5.1126,0.03
1814,385,Norway,2014,7307,36,8,54.34782,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,1,0.0057,1.58
1982,710,China,2014,10960,36,2,69.04762,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,1,0,0,0,0,1,0.3596,0.1
1979,630,Iran (Persia),2014,16179,46,4,72.34042,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,11,0.8815,0.07
1992,368,Lithuania,2014,12214,46,1,58.82353,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,11,0.485,0.2
1958,666,Israel,2014,17053,27,4,44.18605,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,8,0.9689,0.14
1991,343,Macedonia (Former Yugoslav Republic Of),2014,13486,42,1,60.41667,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,7,0.6122,0.19
1996,369,Ukraine,2014,19299,46,1,62,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,11,1.1935,0.24
1985,90,Guatemala,2014,28692,41,3,58.33333,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,6,2.1328,0.13
1987,115,Surinam,2014,12488,40,3,66.66667,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,5,0.5124,0.15
1949,94,Costa Rica,2014,16705,44,3,61.22449,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,9,0.9341,0.23
1215,200,United Kingdom,2014,54408,30,8,47.72727,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,5,4.7044,7.57
1991,349,Slovenia,2014,11406,43,1,62.5,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,8,0.4042,0.19
1996,483,Chad,2014,11768,40,7,59.57447,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,5,0.4404,0.24
1947,325,Italy/Sardinia,2014,11708,47,8,67.34694,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,12,0.4344,0.25
1996,451,Sierra Leone,2014,44636,38,7,55.31915,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,3,3.7272,0.24
1978,940,Solomon Islands,2014,31836,29,5,45.45455,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,6,2.4472,0.06
1976,40,Cuba,2014,12893,38,3,78.04877,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,3,0.5529,0.04
1991,678,Yemen (Arab Republic Of Yemen),2014,9790,38,4,62.22223,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,3,0.2426,0.19
1976,52,Trinidad And Tobago,2014,32567,36,3,51.06383,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,1,2.5203,0.04
2008,760,Bhutan,2014,13632,45,6,66.66667,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,10,0.6268,0.36
2011,600,Morocco,2014,15897,45,4,53.84616,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,10,0.8533,0.39
1979,57,St. Vincent And The Grenadines,2014,34817,34,3,40.81633,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,1,2.7453,0.07
1949,750,India,2014,146385,42,6,63.82978,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,7,13.9021,0.23
2014,616,Tunisia,2014,9508,49,4,58.49057,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,14,0.2144,0.42
1980,110,Guyana,2014,46221,41,3,58.33333,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,6,3.8857,0.08
2010,501,Kenya,2014,48818,57,7,50.81967,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,22,4.1454,0.38
1953,390,Denmark,2014,6221,37,8,56.52174,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,2,0.1143,0.19
1973,31,Bahamas,2014,41835,33,3,41.66666,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,2,3.4471,0.01
1983,160,Argentina,2014,12514,45,3,60,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,10,0.515,0.11
2010,438,Guinea,2014,12707,45,7,60,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,10,0.5343,0.38
2014,651,Egypt,2014,22626,54,4,58.92857,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,19,1.5262,0.42
1982,640,Turkey/Ottoman Empire,2014,29727,48,4,66,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,13,2.2363,0.1
1966,53,Barbados,2014,34144,28,3,36.95652,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,7,2.678,0.06
2011,620,Libya,2014,24924,49,4,55.55556,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,14,1.756,0.39
1993,316,Czech Republic,2014,14580,42,1,60.41667,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,7,0.7216,0.21
1997,290,Poland,2014,19602,45,1,56.86275,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,10,1.2238,0.25
1983,60,St. Kitts And Nevis,2014,49643,39,3,45.09804,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,4,4.2279,0.11
1975,403,Sao Tome And Principe,2014,7988,36,7,69.04762,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,1,0.0624,0.03
1867,20,Canada,2014,19565,28,8,50,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,7,1.2201,1.05
1979,970,Kiribati,2014,26080,38,5,48.97959,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,3,1.8716,0.07
1992,366,Estonia,2014,11344,41,1,65.21739,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,6,0.398,0.2
1994,370,Belarus (Byelorussia),2014,13278,43,1,62.5,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,8,0.5914,0.22
1993,570,Lesotho,2014,45532,39,7,54.16667,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,4,3.8168,0.21
1999,225,Switzerland,2014,16484,44,8,61.22449,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,9,0.912,0.27
1974,380,Sweden,2014,13635,43,8,52.94118,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,8,0.6271,0.02
1992,704,Uzbekistan,2014,7941,41,1,65.21739,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,6,0.0577,0.2
1966,571,Botswana,2014,30713,30,7,41.30435,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,5,2.3349,0.06
1981,987,"Micronesia, Fed. Sts.",2014,5271,31,5,53.48837,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,4,0.2093,0.09
1977,510,Tanzania/Tanganyika,2014,35651,40,7,56.25,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,5,2.8287,0.05
1993,365,Russia (Soviet Union),2014,12908,45,1,56.86275,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,10,0.5544,0.21
1937,205,Ireland,2014,16007,39,8,57.44681,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,4,0.8643,0.35
1972,95,Panama,2014,26097,41,3,58.33333,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,6,1.8733,0
2001,484,Congo,2014,9970,42,7,57.14286,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,7,0.2606,0.29
2004,700,Afghanistan,2014,10227,46,1,58.82353,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,11,0.2863,0.32
1995,500,Uganda,2014,49448,48,7,53.7037,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,13,4.2084,0.23
2005,625,Sudan,2014,26644,49,7,58.49057,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,14,1.928,0.33
2012,652,Syria,2014,8154,44,4,64.58333,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,9,0.079,0.4
1991,367,Latvia,2014,4917,36,1,69.04762,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,1,0.2447,0.19
1968,971,Nauru,2014,13714,23,5,41.46341,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,12,0.635,0.04
1986,973,Tuvalu,2014,34801,28,5,53.65854,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,7,2.7437,0.14
2007,800,Thailand,2014,7683,41,2,49.01961,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,1,0,0,0,0,6,0.0319,0.35
1868,212,Luxembourg,2014,5601,37,8,60,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,2,0.1763,1.04
1971,696,United Arab Emirates,2014,11557,33,4,54.54546,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,2,0.4193,0.01
2008,130,Ecuador,2014,54555,55,3,57.89474,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,20,4.7191,0.36
1995,371,Armenia,2014,13786,46,1,62,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,11,0.6422,0.23
1975,350,Greece,2014,26989,51,8,62.26415,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,16,1.9625,0.03
1991,355,Bulgaria,2014,13641,49,1,61.53846,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,14,0.6277,0.19
1996,560,South Africa,2014,43062,45,7,56.86275,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,10,3.5698,0.24
1994,530,Ethiopia,2014,13630,44,7,58,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,9,0.6266,0.22
1991,435,Mauritania,2014,6997,34,7,60.46511,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,1,0.0367,0.19
1947,713,Taiwan,2014,11558,35,2,75,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,1,0,0,0,0,0,0.4194,0.25
1991,100,Colombia,2014,46902,53,3,62.96296,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,18,3.9538,0.19
2013,482,Central African Republic,2014,9767,40,7,59.57447,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,5,0.2403,0.41
1995,373,Azerbaijan,2014,17354,44,1,64.58333,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,9,0.999,0.23
2010,540,Angola,2014,27181,56,7,56.89655,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,21,1.9817,0.38
1982,91,Honduras,2014,23434,48,3,66,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,13,1.607,0.1
2008,701,Turkmenistan,2014,5735,35,1,62.7907,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,0,0.1629,0.36
2005,645,Iraq,2014,11550,42,4,60.41667,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,7,0.4186,0.33
1992,816,"Vietnam, Democratic Republic Of",2014,11344,36,2,65.11628,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,1,0,0,0,0,1,0.398,0.2
1815,210,Netherlands,2014,8739,30,8,54.76191,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,5,0.1375,1.57
1999,101,Venezuela,2014,37344,46,3,58.82353,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,11,2.998,0.27
2008,347,Kosovo,2014,19782,46,,62,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,11,1.2418,0.36
1980,402,Cape Verde,2014,32132,53,7,60,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,18,2.4768,0.08
1990,434,Benin,2014,11386,39,7,54.16667,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,4,0.4022,0.18
1991,481,Gabon,2014,11804,46,7,62,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,11,0.444,0.19
1995,705,Kazakhstan,2014,13482,39,1,60.86956,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,4,0.6118,0.23
1926,660,Lebanon,2014,6296,33,4,58.13953,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,2,0.1068,0.46
1996,615,Algeria,2014,10038,43,4,56,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,8,0.2674,0.24
1991,551,Zambia,2014,30696,44,7,61.22449,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,9,2.3332,0.19
1968,590,Mauritius,2014,37320,33,7,44.68085,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,2,2.9956,0.04
1978,780,Sri Lanka (Ceylon),2014,40085,47,6,60.78432,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,12,3.2721,0.06
1995,372,Georgia,2014,11490,46,1,62,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,11,0.4126,0.23
1994,553,Malawi,2014,33422,47,7,51.85185,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,12,2.6058,0.22
2006,790,Nepal,2014,32753,49,6,58.49057,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,14,2.5389,0.34
1993,135,Peru,2014,19216,49,3,58.49057,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,14,1.1852,0.21
2009,145,Bolivia,2014,39375,52,3,58.18182,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,17,3.2011,0.37
1944,395,Iceland,2014,8345,39,8,68.18182,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,4,0.0981,0.28
1992,461,Togo,2014,10252,40,7,56.25,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,5,0.2888,0.2
1993,232,Andorra,2014,8740,35,8,55.55556,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,0,0.1376,0.21
1994,702,Tajikistan,2014,7917,44,1,58,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,9,0.0553,0.22
1959,835,Brunei,2014,13869,23,2,31.81818,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,1,0,0,0,0,12,0.6505,0.13
2011,626,South Sudan,2014,27191,51,,62.26415,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,16,1.9827,0.39
1980,935,Vanuatu,2014,8425,36,5,57.77778,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,1,0.1061,0.08
1995,346,Bosnia-Herzegovina,2014,5454,29,1,48.83721,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,6,0.191,0.23
1831,211,Belgium,2014,16119,41,8,61.70213,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,6,0.8755,1.41
1992,452,Ghana,2014,53985,50,7,54.54546,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,15,4.6621,0.2
2013,950,Fiji,2014,40773,44,5,58,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,9,3.3409,0.41
1987,41,Haiti,2014,18488,48,3,59.61539,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,13,1.1124,0.15
1948,732,"Korea, Republic Of",2014,9059,46,2,68.75,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,1,0,0,0,0,11,0.1695,0.24
2008,781,Maldives,2014,23991,43,6,62.5,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,8,1.6627,0.36
1978,56,St. Lucia,2014,38271,44,3,51.92308,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,9,3.0907,0.06
2012,520,Somalia,2014,,45,7,56.86275,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,10,,0.4
1992,690,Kuwait,2014,8197,36,4,61.36364,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,1,0.0833,0.2
1964,338,Malta,2014,31820,33,8,47.82609,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,2,2.4456,0.08
2002,860,East Timor,2014,15307,45,2,60,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,1,0,0,0,0,10,0.7943,0.3
1990,565,Namibia,2014,24198,41,7,65.21739,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,6,1.6834,0.18
1991,360,Romania,2014,14663,40,1,63.04348,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,5,0.7299,0.19
1991,812,Laos,2014,4820,32,2,67.5,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,1,0,0,0,0,3,0.2544,0.19
1917,70,Mexico,2014,57087,53,3,51.72414,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,18,4.9723,0.55
2005,572,Swaziland,2014,48604,45,7,53.84616,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,10,4.124,0.33
1993,591,Seychelles,2014,39729,44,7,54.90196,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,9,3.2365,0.21
1992,522,Djibouti,2014,6666,29,7,56.09756,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,6,0.0698,0.2
1992,317,Slovakia,2014,18402,47,1,60.78432,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,12,1.1038,0.2
1992,150,Paraguay,2014,25461,43,3,59.18367,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,8,1.8097,0.2
1981,80,Belize,2014,39629,33,3,47.82609,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,2,3.2265,0.09
2004,541,Mozambique,2014,24171,51,7,53.57143,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,16,1.6807,0.32
1981,58,Antigua And Barbuda,2014,38464,38,3,46,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,3,3.11,0.09
2003,694,Qatar,2014,6848,35,4,62.7907,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,0,0.0516,0.31
1998,339,Albania,2014,13826,43,1,65.95744,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,8,0.6462,0.26
1952,663,Jordan,2014,2270,38,4,58.69565,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,3,0.5094,0.2
2008,775,Myanmar (Burma),2014,40492,42,2,63.82978,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,1,0,0,0,0,7,3.3128,0.36
2013,552,Zimbabwe (Rhodesia),2014,55883,57,7,53.33334,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,22,4.8519,0.41
1962,221,Monaco,2014,3814,26,8,45.23809,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,9,0.355,0.1
1985,165,Uruguay,2014,29911,46,3,65.30612,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,11,2.2547,0.13
1962,990,Samoa,2014,19611,24,5,34.09091,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,11,1.2247,0.1
2010,42,Dominican Republic,2014,29710,49,3,58.49057,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,14,2.2346,0.38
2007,341,Montenegro,2014,11572,45,1,63.2653,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,10,0.4208,0.35
1976,235,Portugal,2014,35219,53,8,57.14286,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,18,2.7855,0.04
1987,840,Philippines,2014,21954,50,2,57.40741,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,1,0,0,0,0,15,1.459,0.15
1901,900,Australia,2014,17318,30,5,54.76191,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,5,0.9954,0.71
1949,260,German Federal Republic,2014,27379,50,8,54.54546,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,15,2.0015,0.23
2002,770,Pakistan,2014,56240,45,6,56.86275,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,10,4.8876,0.3
1991,344,Croatia,2014,10898,41,1,61.70213,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,6,0.3534,0.19
1996,420,Gambia,2014,43465,51,7,56.36364,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,16,3.6101,0.24
1993,811,Cambodia (Kampuchea),2014,8936,43,2,62.5,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,1,0,0,0,0,8,0.1572,0.21
2001,581,Comoros,2014,6185,31,7,50,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,4,0.1179,0.29
2000,437,Cote D'Ivoire,2014,7897,34,7,50,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,1,0.0533,0.28
1959,850,Indonesia,2014,5915,39,2,51.02041,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,1,0,0,0,0,4,0.1449,0.13
2005,490,"Congo, Democratic Republic Of (Zaire)",2014,19285,49,7,58.49057,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,14,1.1921,0.33
1978,54,Dominica,2014,36080,37,3,50,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,2,2.8716,0.06
2001,433,Senegal,2014,10866,37,7,50,2014,731,"Korea, People'S Republic Of",2,1972,7364,35,0,0,0,0,0,2,0.3502,0.29
1982,640,Turkey/Ottoman Empire,2014,29727,48,4,80.76923,2014,732,"Korea, Republic Of",2,1948,9059,46,0,0,0,0,0,2,2.0668,0.34
1867,20,Canada,2014,19565,28,8,45.09804,2014,732,"Korea, Republic Of",2,1948,9059,46,0,0,0,0,0,18,1.0506,0.81
1979,57,St. Vincent And The Grenadines,2014,34817,34,3,50.9434,2014,732,"Korea, Republic Of",2,1948,9059,46,0,0,0,0,0,12,2.5758,0.31
1993,316,Czech Republic,2014,14580,42,1,76,2014,732,"Korea, Republic Of",2,1948,9059,46,0,0,0,0,0,4,0.5521,0.45
1789,2,United States Of America,2014,7762,34,8,53.84616,2014,732,"Korea, Republic Of",2,1948,9059,46,0,0,0,0,0,12,0.1297,1.59
1972,471,Cameroon,2014,8444,32,7,62.5,2014,732,"Korea, Republic Of",2,1948,9059,46,0,0,0,0,0,14,0.0615,0.24
1992,432,Mali,2014,7503,37,7,62.7451,2014,732,"Korea, Republic Of",2,1948,9059,46,0,0,0,0,0,9,0.1556,0.44
2006,345,Yugoslavia (Serbia),2014,19891,45,1,78.43137,2014,732,"Korea, Republic Of",2,1948,9059,46,0,0,0,0,0,1,1.0832,0.58
1981,58,Antigua And Barbuda,2014,38464,38,3,58.49057,2014,732,"Korea, Republic Of",2,1948,9059,46,0,0,0,0,0,8,2.9405,0.33
